contract_id,account_id,total_contract_value,monthly_payment_amount,payment_status,vendor_code,product_category,payment_method,delinquency_cycle,underwriter_id,collateral_value,interest_rate
CON-5724,ACC-1352,65111,4355,Past Due,VNDR_B,Fleet_Car,ACH,0,UW_102,114000,6.4%
CON-5725,ACC-1235,34671,1291,Current,VNDR_B,Fleet_Car,Autopay,90,UW_45,117k,4.8%
CON-5726,ACC-1164,47079,3964,Paid,vndr_b,Fleet_Car,ACH,60,UW_102,81000,0.07
CON-5727,ACC-1039,36704,1107, Paid ,VNDR_A,Fleet_Car,ACH,30,UW_102,82000,7.3%
CON-5728,ACC-1263,$115941,4316,past due,VNDR_B,Equipment,Autopay,30,UW_45,46k,0.077
CON-5729,ACC-1317,42698,2903,Current,vndr_b,Fleet_Car,ACH,60,UW_102,76000,5.7%
CON-5730,ACC-1123,58043,867, Paid ,vndr_a,FLEET_TRUCK,ACH,90,UW_45,46k,0.079
CON-5731,ACC-1077,133657,2425,CURRENT,vndr_b,Equipment,Autopay ,0,UW_102,50000,4.4%
CON-5732,ACC-1150,86457,1575, Paid ,vndr_a,Equipment,Autopay ,,UW_45,32000,7.3%
CON-5733,ACC-1112,144398,1271,Past Due,VNDR_A,Equipment,Autopay ,30,UW_99,47000,0.069
CON-5734,ACC-1450,41484,3633,past due,vndr_b,Fleet_Car,Credit Card,30,UW_102,123k,0.045
CON-5735,ACC-1358,90495,3348, Paid ,vndr_c,FLEET_TRUCK,Credit Card,30,UW_102,93000,0.044
CON-5736,ACC-1242,$33207,2552,past due,VNDR_A,Fleet_Car,Autopay ,0,UW_99,105000,4.6%
CON-5737,ACC-1056,17551,985,Past Due,VNDR_C,Equipment,Autopay ,30,UW_45,141000,6.2%
CON-5738,ACC-1171,$146896,2653, Paid ,vndr_c,FLEET_TRUCK,Autopay ,90,UW_102,57000,0.044
CON-5739,ACC-1339,110496,4310,CURRENT,vndr_b,Fleet_Car,Autopay ,,UW_45,110k,0.055
CON-5740,ACC-1254,$20433,926,Current,VNDR_C,Equipment,Autopay,60,UW_99,125000,7.0%
CON-5741,ACC-1347,$38402,3031, Paid ,VNDR_C,Fleet_Car,Autopay ,60,UW_102,116000,0.083
CON-5742,ACC-1175,117505,4216,CURRENT,VNDR_A,FLEET_TRUCK,Autopay,,UW_102,90k,0.042
CON-5743,ACC-1076,$90604,2942,past due,VNDR_C,Equipment,Credit Card,60,UW_102,22k,7.1%
CON-5744,ACC-1303,$90565,1305,Past Due,vndr_b,FLEET_TRUCK,ACH,90,UW_102,95k,4.2%
CON-5745,ACC-1340,$15168,3949,CURRENT,vndr_a,Fleet_Car,Autopay ,30,UW_45,55k,0.053
CON-5746,ACC-1127,66570,4124,Paid,vndr_c,FLEET_TRUCK,Autopay,90,UW_99,40k,0.041
CON-5747,ACC-1411,83487,3168,Current,vndr_c,Fleet_Car,Autopay ,30,UW_102,99k,0.06
CON-5748,ACC-1093,67303,2339, Paid ,VNDR_A,Fleet_Car,Autopay,60,UW_45,41k,8.2%
CON-5749,ACC-1467,108731,3089,Past Due,vndr_b,Fleet_Car,Credit Card,,UW_102,129k,8.3%
CON-5750,ACC-1150,78608,1019, Paid ,vndr_a,FLEET_TRUCK,ACH,90,UW_45,115k,0.064
CON-5751,ACC-1170,135644,3234,Past Due,VNDR_B,Equipment,Autopay,60,UW_99,41k,0.077
CON-5752,ACC-1073,46835,3102,Paid,vndr_b,Fleet_Car,Credit Card,30,UW_102,150000,4.2%
CON-5753,ACC-1034,96498,800,Current,VNDR_C,Fleet_Car,ACH,30,UW_99,21000,6.8%
CON-5754,ACC-1207,42159,2781,Current,vndr_a,Equipment,Autopay ,,UW_45,149k,4.3%
CON-5755,ACC-1419,130115,3849,Paid,vndr_a,Fleet_Car,Credit Card,90,UW_102,51k,6.9%
CON-5756,ACC-1200,91031,2380,Paid,VNDR_A,FLEET_TRUCK,Autopay,90,UW_99,45000,0.062
CON-5757,ACC-1330,22332,3464,Paid,VNDR_C,FLEET_TRUCK,ACH,60,UW_99,50000,4.0%
CON-5758,ACC-1438,137659,4326,CURRENT,vndr_a,FLEET_TRUCK,Autopay,,UW_99,137k,8.4%
CON-5759,ACC-1439,60743,4022,Current,VNDR_B,Equipment,Autopay ,90,UW_99,110000,6.5%
CON-5760,ACC-1259,141810,3976,Paid,VNDR_C,FLEET_TRUCK,Credit Card,60,UW_45,140000,0.048
CON-5761,ACC-1118,106251,1195,Paid,VNDR_A,FLEET_TRUCK,Autopay,60,UW_99,123k,0.041
CON-5762,ACC-1472,$77027,1063,Past Due,VNDR_C,FLEET_TRUCK,ACH,0,UW_45,64000,0.057
CON-5763,ACC-1164,34105,1240,Paid,vndr_b,FLEET_TRUCK,Credit Card,,UW_45,115000,0.078
CON-5764,ACC-1082,$67359,2577,CURRENT,vndr_a,Fleet_Car,ACH,0,UW_99,145k,5.3%
CON-5765,ACC-1036,23713,2195,Current,vndr_c,Equipment,Autopay,30,UW_99,21k,0.058
CON-5766,ACC-1034,139186,2597, Paid ,vndr_c,FLEET_TRUCK,ACH,,UW_99,111000,6.5%
CON-5767,ACC-1276,48342,2155,Past Due,vndr_a,FLEET_TRUCK,Autopay ,90,UW_45,96k,6.2%
CON-5768,ACC-1436,$108822,2920,CURRENT,VNDR_C,FLEET_TRUCK,Autopay,,UW_99,60000,0.043
CON-5769,ACC-1102,44065,2170,Past Due,vndr_a,Fleet_Car,Autopay ,0,UW_99,87000,4.1%
CON-5770,ACC-1378,$144382,3308,Past Due,VNDR_C,FLEET_TRUCK,Credit Card,60,UW_45,29k,4.3%
CON-5771,ACC-1155,$25942,4001,Current,VNDR_A,Fleet_Car,ACH,30,UW_45,147000,6.9%
CON-5772,ACC-1356,114454,1312, Paid ,vndr_c,FLEET_TRUCK,Credit Card,0,UW_102,24000,0.042
CON-5773,ACC-1121,45931,1750,Past Due,VNDR_C,Fleet_Car,Credit Card,90,UW_45,114k,0.055
CON-5774,ACC-1029,27000,1319, Paid ,vndr_a,FLEET_TRUCK,ACH,60,UW_102,23000,5.1%
CON-5775,ACC-1039,79027,1112,past due,VNDR_C,Fleet_Car,Autopay,60,UW_99,53000,6.2%
CON-5776,ACC-1269,131271,4457,past due,VNDR_B,Equipment,ACH,0,UW_102,113000,0.053
CON-5777,ACC-1499,122697,2933,Current,VNDR_B,Equipment,Credit Card,0,UW_102,144k,4.9%
CON-5778,ACC-1058,$52214,887, Paid ,VNDR_A,FLEET_TRUCK,Autopay ,,UW_102,80000,6.9%
CON-5779,ACC-1009,93751,4333, Paid ,vndr_b,FLEET_TRUCK,ACH,30,UW_99,41k,7.8%
CON-5780,ACC-1390,$114438,2224,Past Due,VNDR_C,FLEET_TRUCK,Autopay ,,UW_99,130000,7.0%
CON-5781,ACC-1385,22168,1033,Past Due,VNDR_C,FLEET_TRUCK,Autopay ,,UW_102,131000,0.075
CON-5782,ACC-1473,126105,1775,Current,VNDR_A,FLEET_TRUCK,Autopay ,0,UW_99,152k,8.3%
CON-5783,ACC-1128,92548,4004,Paid,VNDR_C,Fleet_Car,ACH,60,UW_45,121k,5.2%
CON-5784,ACC-1018,99145,2269, Paid ,vndr_c,Equipment,Credit Card,90,UW_99,65k,4.1%
CON-5785,ACC-1402,35852,1931,past due,vndr_b,Fleet_Car,Credit Card,30,UW_99,100000,6.0%
CON-5786,ACC-1162,27997,971,CURRENT,vndr_c,Fleet_Car,ACH,60,UW_102,29k,6.3%
CON-5787,ACC-1055,19225,1117,CURRENT,vndr_b,Fleet_Car,ACH,30,UW_99,110000,4.2%
CON-5788,ACC-1012,100403,2137,CURRENT,VNDR_B,FLEET_TRUCK,Autopay,60,UW_102,126k,5.9%
CON-5789,ACC-1302,92086,904,Past Due,VNDR_C,Fleet_Car,Autopay ,,UW_45,61k,5.3%
CON-5790,ACC-1336,148216,3774,Current,vndr_b,Equipment,ACH,0,UW_99,108000,0.057
CON-5791,ACC-1449,146988,2961,Past Due,VNDR_C,FLEET_TRUCK,Autopay,60,UW_102,160000,6.4%
CON-5792,ACC-1185,66124,1745, Paid ,VNDR_B,Equipment,ACH,30,UW_102,95000,0.055
CON-5793,ACC-1247,122459,3278,Current,vndr_b,FLEET_TRUCK,Credit Card,,UW_99,110000,4.3%
CON-5794,ACC-1407,79210,1975,past due,VNDR_B,Fleet_Car,ACH,90,UW_102,124000,0.07
CON-5795,ACC-1448,147389,2659,Past Due,vndr_a,Fleet_Car,Autopay,60,UW_45,146000,0.075
CON-5796,ACC-1085,138171,1099,Current,VNDR_C,Equipment,Autopay,90,UW_102,52000,7.8%
CON-5797,ACC-1459,48411,2178,CURRENT,VNDR_C,Equipment,ACH,0,UW_99,81000,0.045
CON-5798,ACC-1387,108050,2754,Paid,vndr_a,Equipment,Credit Card,,UW_45,124000,7.3%
CON-5799,ACC-1194,$36964,2112, Paid ,vndr_a,Equipment,Autopay ,0,UW_99,21000,0.057
CON-5800,ACC-1432,92948,2547,past due,VNDR_B,FLEET_TRUCK,Autopay ,30,UW_99,32000,0.08
CON-5801,ACC-1160,25992,1207,past due,VNDR_B,Fleet_Car,ACH,60,UW_102,73k,0.053
CON-5802,ACC-1385,142568,1234,Current,vndr_c,FLEET_TRUCK,Credit Card,0,UW_99,63k,0.081
CON-5803,ACC-1275,148352,4072,Current,VNDR_A,FLEET_TRUCK,ACH,60,UW_99,27000,0.042
CON-5804,ACC-1151,88882,1248,Paid,vndr_c,Fleet_Car,Autopay,90,UW_102,129000,0.063
CON-5805,ACC-1181,$83958,4091,Past Due,vndr_c,Fleet_Car,ACH,60,UW_99,55000,7.3%
CON-5806,ACC-1361,147922,3617,past due,VNDR_A,FLEET_TRUCK,ACH,,UW_102,136000,0.063
CON-5807,ACC-1300,64911,2340,Current,vndr_c,Fleet_Car,Autopay ,90,UW_99,29000,6.8%
CON-5808,ACC-1486,142010,2914,Paid,vndr_c,Fleet_Car,ACH,90,UW_99,147k,0.049
CON-5809,ACC-1314,143631,2357,Paid,VNDR_C,Fleet_Car,Autopay ,90,UW_45,73000,0.042
CON-5810,ACC-1322,62202,2406,CURRENT,VNDR_B,Equipment,Autopay,60,UW_99,79000,7.0%
CON-5811,ACC-1217,$72391,1274,Current,vndr_b,FLEET_TRUCK,ACH,60,UW_45,93k,6.0%
CON-5812,ACC-1351,119356,1761,Past Due,VNDR_B,FLEET_TRUCK,Credit Card,90,UW_99,143000,0.079
CON-5813,ACC-1133,99722,1023,past due,vndr_b,Equipment,Credit Card,60,UW_45,101k,7.6%
CON-5814,ACC-1399,26961,3361,Past Due,VNDR_C,Equipment,Autopay ,30,UW_45,124k,0.079
CON-5815,ACC-1467,20221,2244,CURRENT,VNDR_A,Equipment,ACH,,UW_99,25000,0.044
CON-5816,ACC-1148,109921,4082,Current,VNDR_B,FLEET_TRUCK,Autopay,30,UW_45,60000,0.058
CON-5817,ACC-1256,80196,2429, Paid ,VNDR_A,Fleet_Car,Autopay ,60,UW_99,29000,0.074
CON-5818,ACC-1193,75294,3484, Paid ,vndr_a,Equipment,Autopay ,0,UW_99,83k,0.074
CON-5819,ACC-1470,34369,1421,Past Due,vndr_c,Equipment,Autopay,30,UW_45,126k,0.073
CON-5820,ACC-1103,96838,1208,past due,vndr_c,Equipment,Autopay,90,UW_102,128000,4.1%
CON-5821,ACC-1273,$127599,2875,Current,vndr_b,Fleet_Car,Autopay,90,UW_102,124000,0.062
CON-5822,ACC-1288,43391,1246,Paid,VNDR_B,FLEET_TRUCK,Credit Card,0,UW_99,26k,5.0%
CON-5823,ACC-1429,59369,2739,CURRENT,vndr_c,Equipment,Credit Card,0,UW_102,145000,4.4%
CON-5824,ACC-1306,81066,2465,Past Due,VNDR_B,Equipment,Credit Card,,UW_102,106000,0.042
CON-5825,ACC-1439,146023,3829,Paid,VNDR_A,Fleet_Car,Autopay,0,UW_102,80k,0.072
CON-5826,ACC-1445,48366,1265,Past Due,vndr_b,FLEET_TRUCK,Credit Card,,UW_102,61000,4.5%
CON-5827,ACC-1150,51664,3748,Paid,VNDR_B,Equipment,Autopay ,,UW_102,160k,4.0%
CON-5828,ACC-1190,$58501,2927,CURRENT,VNDR_B,FLEET_TRUCK,Autopay,30,UW_102,153000,0.076
CON-5829,ACC-1034,$50478,822,past due,vndr_c,Fleet_Car,Credit Card,0,UW_45,141k,5.9%
CON-5830,ACC-1325,135217,3090,Current,VNDR_B,Equipment,ACH,30,UW_102,35000,6.7%
CON-5831,ACC-1206,89498,1843,CURRENT,VNDR_C,Equipment,Credit Card,0,UW_45,129000,0.054
CON-5832,ACC-1408,$54956,2939,CURRENT,vndr_c,FLEET_TRUCK,Autopay ,,UW_45,75k,5.2%
CON-5833,ACC-1110,87676,1174,CURRENT,vndr_a,Fleet_Car,Credit Card,90,UW_99,141k,4.0%
CON-5834,ACC-1241,$99761,2139,past due,VNDR_C,Fleet_Car,Credit Card,,UW_102,33k,7.6%
CON-5835,ACC-1040,113909,4417,CURRENT,vndr_a,Fleet_Car,Autopay ,30,UW_102,141k,7.8%
CON-5836,ACC-1178,130775,1529,Past Due,VNDR_B,FLEET_TRUCK,Autopay ,90,UW_99,84000,6.5%
CON-5837,ACC-1184,65065,2954,Current,VNDR_A,Equipment,Autopay ,60,UW_99,65000,8.5%
CON-5838,ACC-1140,111696,3428, Paid ,vndr_b,Fleet_Car,Autopay ,60,UW_45,148000,6.7%
CON-5839,ACC-1323,30001,2661, Paid ,vndr_a,FLEET_TRUCK,ACH,0,UW_102,27000,0.082
CON-5840,ACC-1042,22559,2518,Past Due,VNDR_A,FLEET_TRUCK,ACH,60,UW_99,59000,0.048
CON-5841,ACC-1344,87739,4274,past due,vndr_c,Fleet_Car,Autopay ,,UW_99,69000,7.3%
CON-5842,ACC-1373,120689,1892,Past Due,vndr_a,FLEET_TRUCK,ACH,60,UW_45,35k,0.077
CON-5843,ACC-1001,67083,2074,past due,VNDR_C,FLEET_TRUCK,ACH,60,UW_102,124k,0.074
CON-5844,ACC-1044,37569,1560,past due,VNDR_C,Equipment,ACH,30,UW_99,138k,8.1%
CON-5845,ACC-1428,72023,3588,Paid,vndr_a,Equipment,Credit Card,60,UW_99,137k,7.3%
CON-5846,ACC-1427,114433,1571,past due,vndr_a,Fleet_Car,Autopay ,60,UW_45,65k,6.5%
CON-5847,ACC-1267,130238,2641,Paid,vndr_c,Fleet_Car,ACH,,UW_102,145k,0.056
CON-5848,ACC-1349,55816,4061,past due,vndr_a,FLEET_TRUCK,Autopay ,0,UW_45,73000,0.06
CON-5849,ACC-1323,70239,1563, Paid ,vndr_a,FLEET_TRUCK,Autopay ,60,UW_45,139k,0.081
CON-5850,ACC-1461,114066,832,Current,vndr_b,FLEET_TRUCK,Autopay ,60,UW_45,28k,4.5%
CON-5851,ACC-1011,$41268,2598,CURRENT,vndr_b,Equipment,Autopay,90,UW_102,111k,6.1%
CON-5852,ACC-1020,78855,4393,Current,VNDR_C,Fleet_Car,Autopay,90,UW_102,115000,6.2%
CON-5853,ACC-1494,120054,3657,CURRENT,vndr_a,Equipment,Credit Card,30,UW_45,61000,0.082
CON-5854,ACC-1410,102332,2217, Paid ,vndr_b,Fleet_Car,Autopay,0,UW_45,33000,0.054
CON-5855,ACC-1104,53663,2588,Past Due,vndr_c,Fleet_Car,Credit Card,,UW_102,64k,4.4%
CON-5856,ACC-1108,16296,2734,Paid,vndr_b,FLEET_TRUCK,Credit Card,0,UW_102,108k,6.5%
CON-5857,ACC-1345,48686,3791, Paid ,VNDR_C,FLEET_TRUCK,ACH,60,UW_102,54k,5.5%
CON-5858,ACC-1421,22050,806,CURRENT,VNDR_C,FLEET_TRUCK,ACH,30,UW_99,65000,5.7%
CON-5859,ACC-1092,$146058,2543,Current,VNDR_B,FLEET_TRUCK,Autopay,90,UW_99,74k,4.4%
CON-5860,ACC-1054,83424,2704,Past Due,VNDR_B,Equipment,ACH,90,UW_99,127k,0.058
CON-5861,ACC-1491,57174,3545, Paid ,vndr_b,Fleet_Car,Autopay ,90,UW_102,149k,6.0%
CON-5862,ACC-1432,45397,2991,past due,VNDR_A,Fleet_Car,Autopay,,UW_102,135000,0.075
CON-5863,ACC-1263,$35973,4129,CURRENT,vndr_c,FLEET_TRUCK,Autopay,0,UW_102,106000,7.2%
CON-5864,ACC-1189,$88849,1833, Paid ,VNDR_B,Equipment,Autopay ,0,UW_45,145k,0.042
CON-5865,ACC-1018,$85054,3240,Past Due,VNDR_B,Equipment,ACH,,UW_45,111k,6.0%
CON-5866,ACC-1252,118865,2565,past due,VNDR_B,FLEET_TRUCK,Credit Card,,UW_45,41000,4.6%
CON-5867,ACC-1326,$135171,4127,Past Due,vndr_b,Equipment,ACH,60,UW_45,103k,0.047
CON-5868,ACC-1380,94163,4416,Past Due,vndr_b,Fleet_Car,Credit Card,,UW_102,25k,0.074
CON-5869,ACC-1191,94482,3148, Paid ,vndr_a,FLEET_TRUCK,Autopay ,30,UW_102,158000,0.051
CON-5870,ACC-1208,146481,1648,Past Due,vndr_b,Equipment,Credit Card,60,UW_102,122000,7.1%
CON-5871,ACC-1113,136226,1061,CURRENT,VNDR_B,Equipment,Autopay,,UW_102,101k,0.05
CON-5872,ACC-1177,101180,4169, Paid ,vndr_a,FLEET_TRUCK,Autopay,30,UW_45,141000,4.1%
CON-5873,ACC-1040,59567,3386, Paid ,VNDR_C,FLEET_TRUCK,ACH,30,UW_45,85k,0.07
CON-5874,ACC-1299,111781,1482,CURRENT,VNDR_B,Equipment,Autopay,90,UW_99,100k,6.1%
CON-5875,ACC-1193,89419,3286,Past Due,VNDR_A,FLEET_TRUCK,Credit Card,30,UW_99,145000,0.057
CON-5876,ACC-1281,$90851,2473,past due,vndr_a,FLEET_TRUCK,Autopay ,60,UW_102,60000,0.084
CON-5877,ACC-1206,42692,2826, Paid ,VNDR_B,FLEET_TRUCK,Credit Card,30,UW_102,101000,6.4%
CON-5878,ACC-1050,$90604,2370,CURRENT,vndr_c,FLEET_TRUCK,Autopay,90,UW_99,105000,0.07
CON-5879,ACC-1292,22612,3798, Paid ,VNDR_A,FLEET_TRUCK,Credit Card,30,UW_45,55000,6.3%
CON-5880,ACC-1199,138709,3061,CURRENT,vndr_a,Fleet_Car,Autopay,60,UW_45,114k,0.067
CON-5881,ACC-1105,$77735,3165, Paid ,vndr_b,Fleet_Car,Autopay,30,UW_99,71k,0.053
CON-5882,ACC-1465,135954,1452,Current,vndr_b,Equipment,ACH,0,UW_45,48000,0.078
CON-5883,ACC-1036,23473,4007, Paid ,VNDR_B,Equipment,ACH,,UW_45,124000,0.085
CON-5884,ACC-1393,21218,963,past due,vndr_b,Equipment,Autopay,90,UW_99,35k,0.058
CON-5885,ACC-1369,$42164,1492,past due,vndr_b,Equipment,Autopay ,30,UW_99,87000,0.066
CON-5886,ACC-1363,141508,2813,Current,VNDR_B,FLEET_TRUCK,Autopay ,90,UW_102,44k,7.1%
CON-5887,ACC-1147,133063,906,Current,VNDR_B,Equipment,Autopay ,60,UW_102,90000,7.4%
CON-5888,ACC-1380,56498,4098,Paid,vndr_a,Fleet_Car,Autopay ,90,UW_102,98k,6.0%
CON-5889,ACC-1186,$74747,3753,CURRENT,vndr_c,Equipment,Autopay,90,UW_45,74000,4.7%
CON-5890,ACC-1193,59671,4344, Paid ,vndr_c,Fleet_Car,Autopay,30,UW_102,59000,0.063
CON-5891,ACC-1142,$114581,3292,Paid,VNDR_A,Equipment,Credit Card,60,UW_102,36k,5.4%
CON-5892,ACC-1268,135408,4478,Current,vndr_c,Fleet_Car,Autopay ,0,UW_102,23000,0.078
CON-5893,ACC-1379,40910,3002,Past Due,VNDR_A,FLEET_TRUCK,Credit Card,30,UW_102,149k,0.065
CON-5894,ACC-1311,62889,1888,CURRENT,VNDR_B,Fleet_Car,Credit Card,0,UW_99,82k,7.2%
CON-5895,ACC-1050,$94366,2999,Past Due,VNDR_B,Equipment,ACH,30,UW_102,78k,7.4%
CON-5896,ACC-1249,45515,2028,CURRENT,VNDR_A,Equipment,Autopay,0,UW_45,141k,6.4%
CON-5897,ACC-1000,131035,1831, Paid ,VNDR_C,FLEET_TRUCK,Autopay,30,UW_102,69000,0.069
CON-5898,ACC-1127,147983,2197,past due,vndr_c,Equipment,Autopay ,90,UW_99,92000,0.053
CON-5899,ACC-1091,62757,1068, Paid ,vndr_c,FLEET_TRUCK,ACH,90,UW_102,101000,6.3%
CON-5900,ACC-1163,$62882,3939,CURRENT,vndr_b,Fleet_Car,Autopay ,,UW_99,47000,0.05
CON-5901,ACC-1312,55526,3513,Current,VNDR_B,Equipment,Autopay,,UW_102,69000,0.075
CON-5902,ACC-1074,85617,2054,past due,vndr_c,FLEET_TRUCK,Autopay ,90,UW_102,87k,7.9%
CON-5903,ACC-1209,126489,2248,Paid,vndr_a,FLEET_TRUCK,Autopay ,0,UW_45,126k,8.2%
CON-5904,ACC-1404,68008,2366,past due,VNDR_C,Equipment,Credit Card,30,UW_45,85k,5.7%
CON-5905,ACC-1245,146843,3754,CURRENT,vndr_b,Fleet_Car,Autopay,90,UW_99,90k,5.1%
CON-5906,ACC-1275,88437,2313, Paid ,VNDR_B,Fleet_Car,Autopay,30,UW_45,116k,4.3%
CON-5907,ACC-1293,34395,1619,CURRENT,VNDR_A,FLEET_TRUCK,Credit Card,60,UW_45,125000,0.079
CON-5908,ACC-1445,83345,4019,Paid,vndr_c,Equipment,Autopay ,60,UW_102,94000,0.046
CON-5909,ACC-1497,$71311,3683,past due,VNDR_B,Equipment,ACH,30,UW_99,139k,5.6%
CON-5910,ACC-1262,122683,2329,Past Due,VNDR_C,FLEET_TRUCK,ACH,,UW_102,144000,7.7%
CON-5911,ACC-1498,143977,3086,Past Due,VNDR_C,Fleet_Car,ACH,,UW_102,105000,0.073
CON-5912,ACC-1378,65040,1423,Paid,VNDR_B,Fleet_Car,Credit Card,,UW_102,130000,0.061
CON-5913,ACC-1319,134025,4192, Paid ,VNDR_A,Fleet_Car,Credit Card,60,UW_102,130000,5.8%
CON-5914,ACC-1334,54451,3525,Current,VNDR_C,FLEET_TRUCK,Credit Card,30,UW_99,77000,0.075
CON-5915,ACC-1399,69039,1321,CURRENT,VNDR_B,Fleet_Car,Autopay ,60,UW_99,45k,0.067
CON-5916,ACC-1111,69737,3963,past due,VNDR_A,Fleet_Car,Autopay,0,UW_102,61k,0.052
CON-5917,ACC-1105,21664,3957, Paid ,VNDR_C,Fleet_Car,ACH,30,UW_45,73k,6.0%
CON-5918,ACC-1383,$46903,2097, Paid ,vndr_a,Fleet_Car,ACH,,UW_102,73k,0.062
CON-5919,ACC-1215,140299,2439,Past Due,VNDR_B,FLEET_TRUCK,Autopay ,0,UW_102,48000,4.1%
CON-5920,ACC-1008,93825,1925,Paid,vndr_c,FLEET_TRUCK,ACH,30,UW_99,41000,0.076
CON-5921,ACC-1019,61493,1050,CURRENT,vndr_a,Equipment,Autopay ,60,UW_45,52000,4.6%
CON-5922,ACC-1379,123757,4115,Paid,vndr_a,FLEET_TRUCK,ACH,30,UW_99,127k,0.082
CON-5923,ACC-1164,145431,916,Past Due,VNDR_B,Fleet_Car,Autopay,0,UW_45,123000,8.1%
CON-5924,ACC-1086,52838,1447,Past Due,VNDR_A,FLEET_TRUCK,Credit Card,0,UW_102,31000,0.074
CON-5925,ACC-1225,$32386,1350,CURRENT,vndr_c,Fleet_Car,Autopay ,90,UW_102,141k,0.059
CON-5926,ACC-1244,$82334,2818,Paid,VNDR_C,Fleet_Car,Credit Card,30,UW_45,158k,0.068
CON-5927,ACC-1206,49028,1956,CURRENT,VNDR_A,Fleet_Car,Credit Card,60,UW_99,56k,4.4%
CON-5928,ACC-1452,93933,1892,Current,VNDR_B,FLEET_TRUCK,Autopay ,30,UW_45,138000,0.063
CON-5929,ACC-1007,23971,1385,Paid,VNDR_A,Fleet_Car,Credit Card,90,UW_102,118000,0.076
CON-5930,ACC-1497,18070,3164, Paid ,vndr_b,Fleet_Car,Autopay,,UW_102,143000,0.048
CON-5931,ACC-1456,$130307,1563,past due,VNDR_B,FLEET_TRUCK,Autopay,0,UW_45,91000,6.3%
CON-5932,ACC-1493,104751,3025,Current,VNDR_A,Fleet_Car,Autopay,0,UW_99,87k,0.056
CON-5933,ACC-1042,$92519,4351,CURRENT,vndr_a,FLEET_TRUCK,Credit Card,30,UW_45,108k,0.06
CON-5934,ACC-1077,73158,3105,CURRENT,VNDR_C,Fleet_Car,Autopay ,,UW_99,70000,0.056
CON-5935,ACC-1115,58713,4253,Paid,vndr_a,Equipment,Autopay,30,UW_102,45000,0.069
CON-5936,ACC-1457,27822,2751, Paid ,VNDR_B,Fleet_Car,Autopay ,0,UW_99,122k,0.081
CON-5937,ACC-1034,80884,1042, Paid ,vndr_a,Fleet_Car,Autopay,30,UW_99,99k,0.073
CON-5938,ACC-1036,117560,1726,past due,vndr_a,FLEET_TRUCK,ACH,,UW_45,127k,0.049
CON-5939,ACC-1060,54805,2932,past due,VNDR_C,Fleet_Car,Autopay,30,UW_45,56000,7.4%
CON-5940,ACC-1450,129890,3889,Paid,VNDR_B,FLEET_TRUCK,ACH,90,UW_102,51000,6.7%
CON-5941,ACC-1406,44579,2795,past due,vndr_a,Equipment,ACH,0,UW_45,129000,0.079
CON-5942,ACC-1326,110040,1230,past due,vndr_c,Equipment,Autopay ,60,UW_45,146000,8.3%
CON-5943,ACC-1412,148122,2788,Current,VNDR_C,FLEET_TRUCK,Credit Card,,UW_102,84000,4.4%
CON-5944,ACC-1265,$84665,4365,Paid,vndr_b,Fleet_Car,ACH,,UW_45,144000,7.8%
CON-5945,ACC-1363,40841,3273, Paid ,vndr_b,Equipment,ACH,60,UW_45,50000,0.051
CON-5946,ACC-1381,130407,3985, Paid ,vndr_c,Fleet_Car,Credit Card,,UW_99,153k,0.058
CON-5947,ACC-1373,21329,2670,past due,VNDR_B,Equipment,Autopay ,60,UW_99,104k,0.081
CON-5948,ACC-1393,87517,4050,Current,vndr_a,Equipment,Autopay ,90,UW_102,32k,0.071
CON-5949,ACC-1428,60103,1732,past due,VNDR_B,Fleet_Car,ACH,90,UW_102,42k,0.068
CON-5950,ACC-1172,145336,4100, Paid ,VNDR_B,Fleet_Car,Credit Card,60,UW_99,117k,7.9%
CON-5951,ACC-1387,$44223,3093,CURRENT,vndr_a,FLEET_TRUCK,ACH,30,UW_99,99000,0.072
CON-5952,ACC-1181,38735,2425,Current,vndr_b,Fleet_Car,Autopay ,,UW_45,123000,4.7%
CON-5953,ACC-1341,36551,1921,Past Due,vndr_b,Fleet_Car,Credit Card,30,UW_99,77k,0.042
CON-5954,ACC-1439,130436,3307, Paid ,vndr_b,FLEET_TRUCK,Credit Card,90,UW_99,75k,0.053
CON-5955,ACC-1411,119757,4083,past due,vndr_b,FLEET_TRUCK,Autopay ,30,UW_102,119000,0.072
CON-5956,ACC-1407,$108604,3004,CURRENT,vndr_a,Fleet_Car,Autopay,,UW_102,54k,0.077
CON-5957,ACC-1283,42474,4163,Current,vndr_b,FLEET_TRUCK,ACH,90,UW_45,78000,0.072
CON-5958,ACC-1229,129785,3089,Paid,VNDR_A,FLEET_TRUCK,Autopay,30,UW_99,131k,8.5%
CON-5959,ACC-1365,$107907,3248, Paid ,vndr_b,Equipment,Credit Card,90,UW_99,90000,0.083
CON-5960,ACC-1484,133518,2467,Current,VNDR_C,Equipment,Autopay ,0,UW_45,97k,0.066
CON-5961,ACC-1032,28886,2969, Paid ,vndr_c,Fleet_Car,Credit Card,30,UW_45,111000,7.5%
CON-5962,ACC-1045,62013,1185, Paid ,VNDR_C,Equipment,Autopay,90,UW_102,27000,6.2%
CON-5963,ACC-1220,$139363,4400,past due,vndr_b,Fleet_Car,Credit Card,60,UW_102,107k,5.4%
